60.7	61.9	171.8	Galego
48.1	58.8	140.8	Galego
60.6	61.2	166.0	Galego
58.8	57.2	143.7	Galego
43.3	44.7	90.7	Galego
56.4	57.2	140.8	Galego
57.4	54.1	145.4	Galego
66.9	57.2	137.4	Galego
54.3	50.3	113.2	Galego
56.3	61.5	182.9	Galego
54.6	52.8	142.6	Galego
57.7	60.6	152.8	Galego
58.4	53.8	140.8	Galego
61.6	61.2	166.0	Galego
58.8	57.2	143.7	Galego
45.3	44.7	90.7	Galego
54.4	56.2	130.8	Galego
48.6	53.7	130.0	Galego
61.9	60.3	168.6	Galego
61.4	55.4	139.4	Galego
58.6	56.1	137.4	Galego
61.9	55.2	140.9	Galego
56.3	51.3	117.2	Galego
51.3	52.5	112.9	Galego
61.4	58.4	160.5	Galego
58.4	53.8	145.4	Galego
63.9	60.2	161.9	Galego
54.3	51.3	119.2	Galego
59.3	62.5	180.9	Galego
56.6	52.8	140.6	Galego
62.7	61.8	175.8	Galego
58.1	60.5	178.4	Galego
51.3	52.1	141.4	Galego
60.5	61.2	169.4	Galego
51.0	42.0	88.5	Thaiti
51.4	44.1	100.2	Thaiti
56.5	49.8	120.3	Thaiti
55.5	44.9	105.7	Thaiti
48.7	46.5	97.5	Thaiti
49.1	45.0	99.1	Thaiti
56.1	49.4	119.4	Thaiti
52.1	49.0	130.4	Thaiti
44.0	41.2	74.0	Thaiti
41.3	40.8	73.8	Thaiti
53.0	46.4	108.2	Thaiti
62.8	53.0	151.1	Thaiti
43.7	42.0	77.8	Thaiti
41.9	54.1	86.6	Thaiti
48.6	62.8	133.7	Thaiti
49.1	45.0	95.4	Thaiti
53.0	44.0	90.5	Thaiti
53.8	46.0	106.2	Thaiti
54.5	48.3	119.3	Thaiti
55.5	44.9	105.7	Thaiti
47.7	44.9	91.5	Thaiti
48.3	43.0	89.3	Thaiti
56.2	47.4	116.7	Thaiti
53.5	49.0	133.7	Thaiti
44.0	41.5	74.9	Thaiti
41.3	40.8	73.8	Thaiti
47.1	45.1	92.4	Thaiti
56.9	52.9	137.3	Thaiti
50.6	44.7	99.4	Thaiti
44.6	39.9	71.4	Thaiti
58.1	46.4	112.6	Thaiti
43.5	52.2	84.6	Thaiti
47.7	60.4	136.7	Thaiti
48.2	41.2	97.4	Thaiti
52.7	42.4	92.5	Thaiti
51.1	44.2	104.2	Thaiti
53.4	48.5	115.3	Thaiti
54.3	48.9	109.7	Thaiti
46.9	44.7	96.5	Thaiti
47.1	43.1	84.3	Thaiti
55.2	49.3	117.7	Thaiti
53.7	49.8	129.7	Thaiti
43.5	42.8	76.9	Thaiti
42.8	41.3	71.8	Thaiti
43.4	42.1	91.4	Thaiti
57.6	54.9	131.3	Thaiti
51.1	46.7	101.4	Thaiti
45.9	39.2	69.4	Thaiti
57.7	46.1	110.6	Thaiti
54.7	42.1	101.4	Thaiti
51.0	43.0	89.6	Thaiti
52.4	42.1	101.3	Thaiti
54.5	49.8	119.5	Thaiti
54.5	44.9	102.8	Thaiti
49.7	46.5	98.6	Thaiti
46.1	45.0	101.3	Thaiti
57.1	49.4	120.5	Thaiti
51.1	49.0	129.4	Thaiti
44.0	41.2	73.2	Thaiti
42.3	40.8	70.9	Thaiti
53.0	46.4	107.8	Thaiti
61.8	53.0	150.2	Thaiti
46.7	42.0	78.9	Thaiti
42.9	54.1	84.7	Thaiti
49.6	62.8	134.7	Thaiti
41.1	45.0	95.4	Thaiti
52.0	44.0	90.5	Thaiti
54.9	46.0	106.2	Thaiti
53.2	48.3	119.3	Thaiti
54.3	44.9	105.7	Thaiti
49.6	44.9	91.5	Thaiti
48.4	44.0	89.3	Thaiti
55.2	47.4	116.7	Thaiti
52.3	50.0	133.7	Thaiti
45.1	42.5	74.9	Thaiti
45.3	43.8	73.8	Thaiti
47.1	42.1	92.4	Thaiti
56.9	50.9	137.3	Thaiti
50.6	40.7	99.4	Thaiti
44.6	41.9	71.4	Thaiti
58.1	47.4	112.6	Thaiti
43.5	55.2	84.6	Thaiti
47.7	62.3	136.7	Thaiti
48.2	41.5	97.4	Thaiti
52.7	43.6	92.5	Thaiti
51.1	45.3	104.2	Thaiti
53.4	47.6	115.3	Thaiti
54.3	48.0	109.7	Thaiti
46.9	42.7	96.5	Thaiti
47.1	42.2	84.0	Thaiti
55.2	49.5	118.2	Thaiti
53.7	49.3	129.0	Thaiti
43.5	43.9	76.7	Thaiti
42.8	42.5	71.8	Thaiti
43.4	41.2	91.6	Thaiti
57.6	52.0	132.3	Thaiti
51.1	44.2	102.4	Thaiti
45.9	40.2	68.4	Thaiti
57.7	43.1	111.6	Thaiti
54.7	44.1	100.4	Thaiti
26.1	31.8	35.0	Mirin
24.5	30.3	34.0	Mirin
23.7	33.3	38.7	Mirin
22.8	31.2	36.0	Mirin
22.9	31.0	32.9	Mirin
21.6	29.9	30.3	Mirin
21.8	27.8	27.8	Mirin
23.4	28.9	30.5	Mirin
24.0	26.6	21.1	Mirin
26.8	30.8	35.2	Mirin
20.6	29.0	28.2	Mirin
24.9	29.3	31.4	Mirin
23.1	37.9	45.4	Mirin
18.4	28.3	26.8	Mirin
27.1	33.8	41.9	Mirin
24.3	28.8	27.9	Mirin
23.0	27.7	27.1	Mirin
26.6	31.8	38.6	Mirin
21.5	25.8	23.9	Mirin
24.6	30.6	33.0	Mirin
21.0	26.5	26.7	Mirin
24.2	32.8	35.3	Mirin
25.3	32.3	34.0	Mirin
21.5	31.3	38.4	Mirin
24.6	32.2	34.0	Mirin
23.3	30.0	34.9	Mirin
20.6	28.9	32.3	Mirin
24.3	24.8	28.8	Mirin
22.6	24.9	31.5	Mirin
24.3	28.6	22.1	Mirin
22.0	32.8	34.2	Mirin
21.5	27.0	27.0	Mirin
23.0	30.3	30.5	Mirin
24.3	38.9	40.3	Mirin
16.5	29.3	27.3	Mirin
22.2	35.8	40.6	Mirin
23.5	29.8	22.5	Mirin
21.1	28.7	20.2	Mirin
23.4	32.8	39.5	Mirin
22.2	26.8	22.8	Mirin
19.3	24.7	22.0	Mirin
23.6	30.5	33.5	Mirin
22.3	28.8	30.3	Mirin
24.4	32.3	38.0	Mirin
26.0	31.7	36.9	Mirin
24.2	29.7	30.7	Mirin
25.5	30.6	34.7	Mirin
19.5	24.9	21.1	Mirin
23.9	26.0	26.1	Mirin
21.8	29.0	28.2	Mirin
26.2	31.8	34.0	Mirin
24.3	30.3	33.0	Mirin
23.4	32.3	38.2	Mirin
22.3	30.2	36.1	Mirin
22.6	30.0	33.0	Mirin
21.7	28.9	31.3	Mirin
21.3	27.8	27.8	Mirin
23.4	28.9	30.5	Mirin
24.0	26.6	21.1	Mirin
26.3	30.8	35.2	Mirin
20.7	29.0	28.2	Mirin
24.9	29.3	31.4	Mirin
23.6	37.9	44.4	Mirin
18.3	28.3	27.8	Mirin
27.1	33.8	41.9	Mirin
24.7	28.8	27.9	Mirin
27.2	27.7	27.1	Mirin
22.6	31.8	37.6	Mirin
21.5	25.8	24.9	Mirin
24.6	30.6	33.0	Mirin
21.1	26.5	26.7	Mirin
24.3	32.8	35.3	Mirin
25.5	32.3	34.0	Mirin
21.7	31.3	38.4	Mirin
24.6	32.2	34.0	Mirin
23.3	30.1	33.9	Mirin
21.4	28.9	32.3	Mirin
24.9	25.8	28.8	Mirin
22.6	25.9	31.5	Mirin
23.3	27.6	22.1	Mirin
21.0	31.8	34.2	Mirin
22.5	28.0	27.0	Mirin
24.0	31.3	30.5	Mirin
22.3	37.9	40.3	Mirin
18.5	28.3	27.3	Mirin
21.2	32.8	40.6	Mirin
23.5	28.8	22.5	Mirin
22.1	27.7	20.2	Mirin
23.4	30.8	39.5	Mirin
20.2	22.8	23.8	Mirin
18.3	24.7	22.0	Mirin
22.6	31.5	33.5	Mirin
22.3	26.8	31.3	Mirin
21.4	30.4	38.0	Mirin
25.7	31.3	36.9	Mirin
23.2	29.2	30.7	Mirin
22.5	30.2	34.7	Mirin
20.2	24.4	21.1	Mirin
21.1	26.3	26.1	Mirin
22.4	29.2	28.2	Mirin
48.5	46.9	98.1	Cravo
39.7	41.8	72.3	Cravo
38.4	41.3	68.7	Cravo
38.9	41.9	70.0	Cravo
40.0	37.9	61.5	Cravo
36.6	37.6	62.2	Cravo
40.7	41.3	74.5	Cravo
38.6	38.5	61.9	Cravo
40.2	43.8	72.8	Cravo
43.6	43.8	84.4	Cravo
37.5	40.0	67.5	Cravo
32.5	38.8	55.6	Cravo
40.0	39.0	65.0	Cravo
49.5	47.4	96.7	Cravo
42.6	40.4	71.8	Cravo
40.8	36.3	63.6	Cravo
36.5	40.1	62.7	Cravo
42.3	42.0	76.7	Cravo
33.1	43.8	62.1	Cravo
35.9	63.7	63.7	Cravo
38.7	39.5	63.0	Cravo
40.3	40.7	73.4	Cravo
39.9	40.0	71.3	Cravo
39.2	40.9	70.2	Cravo
41.1	36.9	61.5	Cravo
37.9	36.6	60.3	Cravo
41.2	43.3	75.6	Cravo
39.4	36.5	59.0	Cravo
42.1	41.8	70.8	Cravo
40.1	44.8	80.4	Cravo
38.2	41.0	62.7	Cravo
33.5	39.8	52.3	Cravo
40.2	39.7	67.0	Cravo
49.2	46.4	94.7	Cravo
42.7	45.4	72.8	Cravo
40.9	37.3	62.3	Cravo
37.1	41.1	61.6	Cravo
42.2	43.0	77.3	Cravo
33.2	45.8	60.5	Cravo
34.4	62.7	62.3	Cravo
49.0	52.8	131.0	Cravo
39.8	50.4	95.0	Cravo
47.7	46.7	91.0	Cravo
39.5	43.0	80.3	Cravo
45.0	46.0	91.5	Cravo
46.9	44.9	93.5	Cravo
42.2	45.0	88.0	Cravo
44.3	51.6	104.7	Cravo
40.9	42.9	72.3	Cravo
41.7	39.8	73.9	Cravo
44.5	44.9	97.1	Cravo
35.7	42.8	70.3	Cravo
36.4	42.3	65.7	Cravo
37.9	43.9	69.0	Cravo
42.0	38.9	62.5	Cravo
34.6	33.6	63.2	Cravo
41.7	45.3	75.5	Cravo
37.6	33.5	62.9	Cravo
42.2	45.8	73.8	Cravo
43.6	42.8	82.3	Cravo
34.5	44.0	66.5	Cravo
32.5	34.8	51.3	Cravo
41.0	33.0	62.0	Cravo
47.5	47.4	94.7	Cravo
42.6	39.4	70.8	Cravo
41.8	38.3	61.6	Cravo
34.5	39.1	62.7	Cravo
41.3	39.0	78.7	Cravo
35.1	42.8	62.1	Cravo
35.9	50.7	62.7	Cravo
38.7	40.5	62.0	Cravo
40.3	39.7	74.4	Cravo
39.9	41.0	72.3	Cravo
39.2	42.9	71.2	Cravo
41.1	37.9	60.5	Cravo
33.9	36.6	61.3	Cravo
45.2	43.3	74.6	Cravo
39.4	36.5	56.0	Cravo
42.1	41.8	72.8	Cravo
42.1	44.8	78.4	Cravo
36.2	41.0	63.7	Cravo
33.5	39.8	52.3	Cravo
41.2	39.7	67.0	Cravo
49.2	46.4	94.7	Cravo
42.7	45.4	72.8	Cravo
40.9	37.3	62.3	Cravo
37.1	41.1	61.6	Cravo
42.2	43.0	77.3	Cravo
33.2	45.8	60.5	Cravo
34.4	63.7	62.3	Cravo
49.0	54.8	101.0	Cravo
33.8	51.4	95.0	Cravo
47.7	47.7	91.0	Cravo
33.5	46.0	80.3	Cravo
44.0	44.0	91.5	Cravo
47.9	43.9	93.5	Cravo
43.2	44.0	88.0	Cravo
45.3	50.6	102.1	Cravo
41.9	41.9	70.3	Cravo
42.7	38.8	72.9	Cravo
